사고다발지FID,사고다발지ID,법정동코드,지점코드,시도시군구명,지점명,발생건수,사상자수,사망자수,중상자수,경상자수,부상신고자수,경도,위도,다발지역폴리곤
6477452,2018091,4125010600,41250001  ,경기도 동두천시1,경기도 동두천시 보산동(상패교사거리 부근),3,3,0,1,2,0,127.0553823,37.91670036,"{""type"":""Polygon"",""coordinates"":[[[127.05717892,37.91670036],[127.0571444,37.91642384],[127.05704216,37.91615795],[127.05687613,37.91591291],[127.0566527,37.91569812],[127.05638044,37.91552185],[127.05606983,37.91539087],[127.05573279,37.91531021],[127.05538229,37.91528298],[127.05503178,37.91531021],[127.05469475,37.91539087],[127.05438413,37.91552185],[127.05411188,37.91569812],[127.05388844,37.91591291],[127.05372242,37.91615795],[127.05362018,37.91642384],[127.05358566,37.91670036],[127.05362018,37.91697687],[127.05372242,37.91724276],[127.05388844,37.9174878],[127.05411188,37.91770259],[127.05438413,37.91787885],[127.05469475,37.91800983],[127.05503178,37.91809048],[127.05538229,37.91811772],[127.05573279,37.91809048],[127.05606983,37.91800983],[127.05638044,37.91787885],[127.0566527,37.91770259],[127.05687613,37.9174878],[127.05704216,37.91724276],[127.0571444,37.91697687],[127.05717892,37.91670036]]]}"
6477453,2018091,4125010200,41250002  ,경기도 동두천시2,경기도 동두천시 지행동(대원빌라진입삼거리 부근),3,5,0,0,5,0,127.0577832,37.89555454,"{""type"":""Polygon"",""coordinates"":[[[127.05957981,37.89555454],[127.05954528,37.89527794],[127.05944305,37.89501197],[127.05927702,37.89476686],[127.05905359,37.89455201],[127.05878133,37.89437569],[127.05847072,37.89424467],[127.05813368,37.89416399],[127.05778318,37.89413674],[127.05743267,37.89416399],[127.05709564,37.89424467],[127.05678502,37.89437569],[127.05651277,37.89455201],[127.05628933,37.89476686],[127.05612331,37.89501197],[127.05602107,37.89527794],[127.05598655,37.89555454],[127.05602107,37.89583113],[127.05612331,37.89609709],[127.05628933,37.89634221],[127.05651277,37.89655705],[127.05678502,37.89673337],[127.05709564,37.89686438],[127.05743267,37.89694506],[127.05778318,37.8969723],[127.05813368,37.89694506],[127.05847072,37.89686438],[127.05878133,37.89673337],[127.05905359,37.89655705],[127.05927702,37.89634221],[127.05944305,37.89609709],[127.05954528,37.89583113],[127.05957981,37.89555454]]]}"
6477465,2018091,4127111100,41271001  ,경기도 안산시 상록구1,경기도 안산시 상록구 건건동(신반월주유소앞 부근),6,9,0,2,7,0,126.9021616,37.30119344,"{""type"":""Polygon"",""coordinates"":[[[126.90395821,37.30119344],[126.90392369,37.30091462],[126.90382145,37.30064652],[126.90365542,37.30039944],[126.90343199,37.30018287],[126.90315973,37.30000513],[126.90284912,37.29987306],[126.90251209,37.29979174],[126.90216158,37.29976427],[126.90181107,37.29979174],[126.90147404,37.29987306],[126.90116343,37.30000513],[126.90089117,37.30018287],[126.90066774,37.30039944],[126.90050171,37.30064652],[126.90039947,37.30091462],[126.90036495,37.30119344],[126.90039947,37.30147225],[126.90050171,37.30174035],[126.90066774,37.30198743],[126.90089117,37.30220399],[126.90116343,37.30238172],[126.90147404,37.30251379],[126.90181107,37.30259511],[126.90216158,37.30262257],[126.90251209,37.30259511],[126.90284912,37.30251379],[126.90315973,37.30238172],[126.90343199,37.30220399],[126.90365542,37.30198743],[126.90382145,37.30174035],[126.90392369,37.30147225],[126.90395821,37.30119344]]]}"
6477108,2018091,4127310900,41273001  ,경기도 안산시 단원구1,경기도 안산시 단원구 선부동(도일사거리 부근),3,16,0,2,12,2,126.7950334,37.34384203,"{""type"":""Polygon"",""coordinates"":[[[126.79683006,37.34384203],[126.79679554,37.34356337],[126.7966933,37.34329543],[126.79652727,37.34304848],[126.79630384,37.34283203],[126.79603158,37.3426544],[126.79572097,37.3425224],[126.79538393,37.34244112],[126.79503343,37.34241368],[126.79468292,37.34244112],[126.79434589,37.3425224],[126.79403527,37.3426544],[126.79376302,37.34283203],[126.79353958,37.34304848],[126.79337356,37.34329543],[126.79327132,37.34356337],[126.7932368,37.34384203],[126.79327132,37.34412068],[126.79337356,37.34438863],[126.79353958,37.34463557],[126.79376302,37.34485201],[126.79403527,37.34502964],[126.79434589,37.34516163],[126.79468292,37.34524291],[126.79503343,37.34527035],[126.79538393,37.34524291],[126.79572097,37.34516163],[126.79603158,37.34502964],[126.79630384,37.34485201],[126.79652727,37.34463557],[126.7966933,37.34438863],[126.79679554,37.34412068],[126.79683006,37.34384203]]]}"
6477142,2018091,4127310700,41273002  ,경기도 안산시 단원구2,경기도 안산시 단원구 초지동(별망고가사거리 부근),3,6,0,1,5,0,126.8051888,37.30030255,"{""type"":""Polygon"",""coordinates"":[[[126.80698541,37.30030255],[126.80695089,37.30002373],[126.80684865,37.29975563],[126.80668262,37.29950854],[126.80645919,37.29929197],[126.80618693,37.29911423],[126.80587632,37.29898216],[126.80553928,37.29890083],[126.80518878,37.29887337],[126.80483827,37.29890083],[126.80450124,37.29898216],[126.80419062,37.29911423],[126.80391837,37.29929197],[126.80369494,37.29950854],[126.80352891,37.29975563],[126.80342667,37.30002373],[126.80339215,37.30030255],[126.80342667,37.30058136],[126.80352891,37.30084946],[126.80369494,37.30109655],[126.80391837,37.30131311],[126.80419062,37.30149085],[126.80450124,37.30162291],[126.80483827,37.30170424],[126.80518878,37.3017317],[126.80553928,37.30170424],[126.80587632,37.30162291],[126.80618693,37.30149085],[126.80645919,37.30131311],[126.80668262,37.30109655],[126.80684865,37.30084946],[126.80695089,37.30058136],[126.80698541,37.30030255]]]}"
6477454,2018091,4128510400,41285001  ,경기도 고양시 일산동구1,경기도 고양시 일산동구 장항동(장항인터체인지 부근),5,7,1,1,5,0,126.7574997,37.63910759,"{""type"":""Polygon"",""coordinates"":[[[126.7592963,37.63910759],[126.75926178,37.63883004],[126.75915954,37.63856315],[126.75899352,37.63831718],[126.75877008,37.63810158],[126.75849783,37.63792465],[126.75818721,37.63779317],[126.75785018,37.63771221],[126.75749967,37.63768488],[126.75714917,37.63771221],[126.75681213,37.63779317],[126.75650152,37.63792465],[126.75622926,37.63810158],[126.75600583,37.63831718],[126.7558398,37.63856315],[126.75573756,37.63883004],[126.75570304,37.63910759],[126.75573756,37.63938515],[126.7558398,37.63965204],[126.75600583,37.639898],[126.75622926,37.64011359],[126.75650152,37.64029052],[126.75681213,37.64042199],[126.75714917,37.64050295],[126.75749967,37.64053028],[126.75785018,37.64050295],[126.75818721,37.64042199],[126.75849783,37.64029052],[126.75877008,37.64011359],[126.75899352,37.639898],[126.75915954,37.63965204],[126.75926178,37.63938515],[126.7592963,37.63910759]]]}"
6477118,2018091,4128510700,41285002  ,경기도 고양시 일산동구2,경기도 고양시 일산동구 풍동(밤가시78단지삼거리 부근),3,7,0,0,7,0,126.7982904,37.67767629,"{""type"":""Polygon"",""coordinates"":[[[126.80008699,37.67767629],[126.80005246,37.67739888],[126.79995023,37.67713213],[126.7997842,37.67688629],[126.79956076,37.6766708],[126.79928851,37.67649396],[126.7989779,37.67636256],[126.79864086,37.67628164],[126.79829035,37.67625431],[126.79793985,37.67628164],[126.79760281,37.67636256],[126.7972922,37.67649396],[126.79701995,37.6766708],[126.79679651,37.67688629],[126.79663048,37.67713213],[126.79652825,37.67739888],[126.79649372,37.67767629],[126.79652825,37.6779537],[126.79663048,37.67822045],[126.79679651,37.67846629],[126.79701995,37.67868177],[126.7972922,37.6788586],[126.79760281,37.67899],[126.79793985,37.67907092],[126.79829035,37.67909824],[126.79864086,37.67907092],[126.7989779,37.67899],[126.79928851,37.6788586],[126.79956076,37.67868177],[126.7997842,37.67846629],[126.79995023,37.67822045],[126.80005246,37.6779537],[126.80008699,37.67767629]]]}"
6477466,2018091,4128710800,41287001  ,경기도 고양시 일산서구1,경기도 고양시 일산서구 법곳동(이산포분기점 부근),4,16,0,4,11,1,126.7197013,37.65525146,"{""type"":""Polygon"",""coordinates"":[[[126.72149791,37.65525146],[126.72146338,37.65497396],[126.72136115,37.65470713],[126.72119512,37.65446122],[126.72097168,37.65424567],[126.72069943,37.65406877],[126.72038882,37.65393733],[126.72005178,37.65385638],[126.71970127,37.65382905],[126.71935077,37.65385638],[126.71901373,37.65393733],[126.71870312,37.65406877],[126.71843087,37.65424567],[126.71820743,37.65446122],[126.7180414,37.65470713],[126.71793917,37.65497396],[126.71790464,37.65525146],[126.71793917,37.65552895],[126.7180414,37.65579578],[126.71820743,37.6560417],[126.71843087,37.65625724],[126.71870312,37.65643413],[126.71901373,37.65656557],[126.71935077,37.65664651],[126.71970127,37.65667384],[126.72005178,37.65664651],[126.72038882,37.65656557],[126.72069943,37.65643413],[126.72097168,37.65625724],[126.72119512,37.6560417],[126.72136115,37.65579578],[126.72146338,37.65552895],[126.72149791,37.65525146]]]}"
6477136,2018091,4128710800,41287002  ,경기도 고양시 일산서구2,경기도 고양시 일산서구 법곳동(이산포분기점 부근),3,6,0,3,3,0,126.7245232,37.65614055,"{""type"":""Polygon"",""coordinates"":[[[126.72631988,37.65614055],[126.72628536,37.65586305],[126.72618312,37.65559622],[126.72601709,37.65535031],[126.72579366,37.65513477],[126.7255214,37.65495787],[126.72521079,37.65482643],[126.72487375,37.65474549],[126.72452325,37.65471816],[126.72417274,37.65474549],[126.72383571,37.65482643],[126.72352509,37.65495787],[126.72325284,37.65513477],[126.7230294,37.65535031],[126.72286338,37.65559622],[126.72276114,37.65586305],[126.72272662,37.65614055],[126.72276114,37.65641804],[126.72286338,37.65668486],[126.7230294,37.65693077],[126.72325284,37.65714631],[126.72352509,37.6573232],[126.72383571,37.65745464],[126.72417274,37.65753558],[126.72452325,37.65756291],[126.72487375,37.65753558],[126.72521079,37.65745464],[126.7255214,37.6573232],[126.72579366,37.65714631],[126.72601709,37.65693077],[126.72618312,37.65668486],[126.72628536,37.65641804],[126.72631988,37.65614055]]]}"
6477125,2018091,4136025624,41360001  ,경기도 남양주시1,경기도 남양주시 화도읍(구운교 부근),4,5,0,0,5,0,127.3715008,37.66508221,"{""type"":""Polygon"",""coordinates"":[[[127.37329748,37.66508221],[127.37326296,37.66480475],[127.37316072,37.66453795],[127.37299469,37.66429207],[127.37277126,37.66407655],[127.372499,37.66389968],[127.37218839,37.66376825],[127.37185135,37.66368731],[127.37150085,37.66365999],[127.37115034,37.66368731],[127.37081331,37.66376825],[127.37050269,37.66389968],[127.37023044,37.66407655],[127.370007,37.66429207],[127.36984098,37.66453795],[127.36973874,37.66480475],[127.36970422,37.66508221],[127.36973874,37.66535966],[127.36984098,37.66562646],[127.370007,37.66587234],[127.37023044,37.66608785],[127.37050269,37.66626472],[127.37081331,37.66639614],[127.37115034,37.66647707],[127.37150085,37.6665044],[127.37185135,37.66647707],[127.37218839,37.66639614],[127.372499,37.66626472],[127.37277126,37.66608785],[127.37299469,37.66587234],[127.37316072,37.66562646],[127.37326296,37.66535966],[127.37329748,37.66508221]]]}"
6477179,2018091,4137010300,41370001  ,경기도 오산시1,경기도 오산시 원동(원동고가차도 부근),3,4,0,0,4,0,127.0781302,37.14502564,"{""type"":""Polygon"",""coordinates"":[[[127.07992681,37.14502564],[127.07989229,37.14474625],[127.07979005,37.14447759],[127.07962402,37.14423],[127.07940059,37.14401298],[127.07912833,37.14383487],[127.07881772,37.14370253],[127.07848069,37.14362103],[127.07813018,37.14359352],[127.07777967,37.14362103],[127.07744264,37.14370253],[127.07713203,37.14383487],[127.07685977,37.14401298],[127.07663634,37.14423],[127.07647031,37.14447759],[127.07636807,37.14474625],[127.07633355,37.14502564],[127.07636807,37.14530503],[127.07647031,37.14557369],[127.07663634,37.14582128],[127.07685977,37.14603829],[127.07713203,37.14621639],[127.07744264,37.14634873],[127.07777967,37.14643022],[127.07813018,37.14645774],[127.07848069,37.14643022],[127.07881772,37.14634873],[127.07912833,37.14621639],[127.07940059,37.14603829],[127.07962402,37.14582128],[127.07979005,37.14557369],[127.07989229,37.14530503],[127.07992681,37.14502564]]]}"
6477231,2018091,4139012600,41390001  ,경기도 시흥시1,경기도 시흥시 목감동(목감지하차도 부근),4,6,0,3,3,0,126.8666021,37.38384418,"{""type"":""Polygon"",""coordinates"":[[[126.86839872,37.38384418],[126.8683642,37.38356567],[126.86826196,37.38329786],[126.86809594,37.38305105],[126.8678725,37.38283472],[126.86760025,37.38265718],[126.86728963,37.38252526],[126.8669526,37.38244402],[126.86660209,37.38241659],[126.86625159,37.38244402],[126.86591455,37.38252526],[126.86560394,37.38265718],[126.86533168,37.38283472],[126.86510825,37.38305105],[126.86494222,37.38329786],[126.86483998,37.38356567],[126.86480546,37.38384418],[126.86483998,37.38412268],[126.86494222,37.38439048],[126.86510825,37.38463729],[126.86533168,37.38485362],[126.86560394,37.38503115],[126.86591455,37.38516307],[126.86625159,37.38524431],[126.86660209,37.38527174],[126.8669526,37.38524431],[126.86728963,37.38516307],[126.86760025,37.38503115],[126.8678725,37.38485362],[126.86809594,37.38463729],[126.86826196,37.38439048],[126.8683642,37.38412268],[126.86839872,37.38384418]]]}"
6477132,2018091,4146310100,41463001  ,경기도 용인시 기흥구1,경기도 용인시 기흥구 신갈동(신갈JC서측영동선본선 부근),4,9,0,1,8,0,127.0985551,37.28989809,"{""type"":""Polygon"",""coordinates"":[[[127.10035178,37.28989809],[127.10031726,37.28961924],[127.10021502,37.2893511],[127.10004899,37.28910397],[127.09982556,37.28888737],[127.0995533,37.28870961],[127.09924269,37.28857752],[127.09890565,37.28849618],[127.09855515,37.28846871],[127.09820464,37.28849618],[127.09786761,37.28857752],[127.09755699,37.28870961],[127.09728474,37.28888737],[127.0970613,37.28910397],[127.09689528,37.2893511],[127.09679304,37.28961924],[127.09675852,37.28989809],[127.09679304,37.29017695],[127.09689528,37.29044508],[127.0970613,37.2906922],[127.09728474,37.2909088],[127.09755699,37.29108655],[127.09786761,37.29121864],[127.09820464,37.29129998],[127.09855515,37.29132744],[127.09890565,37.29129998],[127.09924269,37.29121864],[127.0995533,37.29108655],[127.09982556,37.2909088],[127.10004899,37.2906922],[127.10021502,37.29044508],[127.10031726,37.29017695],[127.10035178,37.28989809]]]}"
6477229,2018091,4150036029,41500001  ,경기도 이천시1,경기도 이천시 모가면(우사 부근),3,8,0,3,5,0,127.4425693,37.19326717,"{""type"":""Polygon"",""coordinates"":[[[127.44436588,37.19326717],[127.44433136,37.19298795],[127.44422912,37.19271947],[127.4440631,37.19247203],[127.44383966,37.19225515],[127.44356741,37.19207716],[127.44325679,37.1919449],[127.44291976,37.19186346],[127.44256925,37.19183596],[127.44221875,37.19186346],[127.44188171,37.1919449],[127.4415711,37.19207716],[127.44129884,37.19225515],[127.44107541,37.19247203],[127.44090938,37.19271947],[127.44080714,37.19298795],[127.44077262,37.19326717],[127.44080714,37.19354638],[127.44090938,37.19381486],[127.44107541,37.19406229],[127.44129884,37.19427917],[127.4415711,37.19445715],[127.44188171,37.19458941],[127.44221875,37.19467085],[127.44256925,37.19469835],[127.44291976,37.19467085],[127.44325679,37.19458941],[127.44356741,37.19445715],[127.44383966,37.19427917],[127.4440631,37.19406229],[127.44422912,37.19381486],[127.44433136,37.19354638],[127.44436588,37.19326717]]]}"
6477117,2018091,4155035027,41550001  ,경기도 안성시1,경기도 안성시 대덕면(강남연립앞교차로 부근),5,9,0,1,8,0,127.242254,37.02078363,"{""type"":""Polygon"",""coordinates"":[[[127.24405067,37.02078363],[127.24401615,37.02050378],[127.24391391,37.02023468],[127.24374788,37.01998668],[127.24352445,37.01976931],[127.24325219,37.01959091],[127.24294158,37.01945835],[127.24260454,37.01937672],[127.24225404,37.01934915],[127.24190353,37.01937672],[127.2415665,37.01945835],[127.24125589,37.01959091],[127.24098363,37.01976931],[127.2407602,37.01998668],[127.24059417,37.02023468],[127.24049193,37.02050378],[127.24045741,37.02078363],[127.24049193,37.02106348],[127.24059417,37.02133257],[127.2407602,37.02158057],[127.24098363,37.02179794],[127.24125589,37.02197633],[127.2415665,37.02210889],[127.24190353,37.02219051],[127.24225404,37.02221808],[127.24260454,37.02219051],[127.24294158,37.02210889],[127.24325219,37.02197633],[127.24352445,37.02179794],[127.24374788,37.02158057],[127.24391391,37.02133257],[127.24401615,37.02106348],[127.24405067,37.02078363]]]}"
6477122,2018091,4155038026,41550002  ,경기도 안성시2,경기도 안성시 원곡면(평택시안성시계 부근),3,7,0,4,3,0,127.1398019,37.03349754,"{""type"":""Polygon"",""coordinates"":[[[127.14159858,37.03349754],[127.14156406,37.03321774],[127.14146182,37.03294868],[127.14129579,37.03270072],[127.14107236,37.03248339],[127.1408001,37.03230502],[127.14048949,37.03217248],[127.14015245,37.03209086],[127.13980195,37.03206331],[127.13945144,37.03209086],[127.13911441,37.03217248],[127.13880379,37.03230502],[127.13853154,37.03248339],[127.1383081,37.03270072],[127.13814208,37.03294868],[127.13803984,37.03321774],[127.13800532,37.03349754],[127.13803984,37.03377734],[127.13814208,37.03404639],[127.1383081,37.03429435],[127.13853154,37.03451168],[127.13880379,37.03469004],[127.13911441,37.03482257],[127.13945144,37.03490419],[127.13980195,37.03493175],[127.14015245,37.03490419],[127.14048949,37.03482257],[127.1408001,37.03469004],[127.14107236,37.03451168],[127.14129579,37.03429435],[127.14146182,37.03404639],[127.14156406,37.03377734],[127.14159858,37.03349754]]]}"
6477177,2018091,4155039026,41550003  ,경기도 안성시3,경기도 안성시 일죽면(당촌리입구동측 부근),3,6,0,3,3,0,127.5143601,37.10196632,"{""type"":""Polygon"",""coordinates"":[[[127.51615676,37.10196632],[127.51612224,37.10168677],[127.51602,37.10141796],[127.51585398,37.10117023],[127.51563054,37.10095308],[127.51535829,37.10077488],[127.51504767,37.10064246],[127.51471064,37.10056092],[127.51436013,37.10053338],[127.51400963,37.10056092],[127.51367259,37.10064246],[127.51336198,37.10077488],[127.51308972,37.10095308],[127.51286629,37.10117023],[127.51270026,37.10141796],[127.51259802,37.10168677],[127.5125635,37.10196632],[127.51259802,37.10224587],[127.51270026,37.10251468],[127.51286629,37.10276241],[127.51308972,37.10297955],[127.51336198,37.10315775],[127.51367259,37.10329016],[127.51400963,37.1033717],[127.51436013,37.10339923],[127.51471064,37.1033717],[127.51504767,37.10329016],[127.51535829,37.10315775],[127.51563054,37.10297955],[127.51585398,37.10276241],[127.51602,37.10251468],[127.51612224,37.10224587],[127.51615676,37.10196632]]]}"
6477109,2018091,4155040022,41550004  ,경기도 안성시4,경기도 안성시 죽산면(죽산교차로남 부근),3,4,0,1,3,0,127.4344987,37.07916999,"{""type"":""Polygon"",""coordinates"":[[[127.43629533,37.07916999],[127.43626081,37.07889035],[127.43615857,37.07862147],[127.43599255,37.07837365],[127.43576911,37.07815645],[127.43549686,37.07797819],[127.43518624,37.07784573],[127.43484921,37.07776416],[127.4344987,37.07773662],[127.4341482,37.07776416],[127.43381116,37.07784573],[127.43350055,37.07797819],[127.43322829,37.07815645],[127.43300486,37.07837365],[127.43283883,37.07862147],[127.4327366,37.07889035],[127.43270207,37.07916999],[127.4327366,37.07944962],[127.43283883,37.07971851],[127.43300486,37.07996632],[127.43322829,37.08018352],[127.43350055,37.08036177],[127.43381116,37.08049423],[127.4341482,37.08057579],[127.4344987,37.08060333],[127.43484921,37.08057579],[127.43518624,37.08049423],[127.43549686,37.08036177],[127.43576911,37.08018352],[127.43599255,37.07996632],[127.43615857,37.07971851],[127.43626081,37.07944962],[127.43629533,37.07916999]]]}"
6477174,2018091,4159042000,41590001  ,경기도 화성시1,경기도 화성시 동탄면(열림교 부근),4,12,0,1,10,1,127.0813934,37.20465645,"{""type"":""Polygon"",""coordinates"":[[[127.08319,37.20465645],[127.08315547,37.20437728],[127.08305323,37.20410884],[127.08288721,37.20386144],[127.08266377,37.20364459],[127.08239152,37.20346663],[127.08208091,37.20333439],[127.08174387,37.20325296],[127.08139336,37.20322546],[127.08104286,37.20325296],[127.08070582,37.20333439],[127.08039521,37.20346663],[127.08012296,37.20364459],[127.07989952,37.20386144],[127.07973349,37.20410884],[127.07963126,37.20437728],[127.07959673,37.20465645],[127.07963126,37.20493562],[127.07973349,37.20520407],[127.07989952,37.20545146],[127.08012296,37.2056683],[127.08039521,37.20584626],[127.08070582,37.2059785],[127.08104286,37.20605993],[127.08139336,37.20608742],[127.08174387,37.20605993],[127.08208091,37.2059785],[127.08239152,37.20584626],[127.08266377,37.2056683],[127.08288721,37.20545146],[127.08305323,37.20520407],[127.08315547,37.20493562],[127.08319,37.20465645]]]}"
6477467,2018091,4163011600,41630001  ,경기도 양주시1,경기도 양주시 덕계동(선임빌딩 부근),5,12,0,5,7,0,127.046019,37.81785497,"{""type"":""Polygon"",""coordinates"":[[[127.04781565,37.81785497],[127.04778113,37.81757808],[127.04767889,37.81731184],[127.04751287,37.81706646],[127.04728943,37.81685139],[127.04701718,37.81667488],[127.04670656,37.81654372],[127.04636953,37.81646296],[127.04601902,37.81643568],[127.04566852,37.81646296],[127.04533148,37.81654372],[127.04502087,37.81667488],[127.04474861,37.81685139],[127.04452518,37.81706646],[127.04435915,37.81731184],[127.04425692,37.81757808],[127.04422239,37.81785497],[127.04425692,37.81813186],[127.04435915,37.8183981],[127.04452518,37.81864347],[127.04474861,37.81885854],[127.04502087,37.81903504],[127.04533148,37.8191662],[127.04566852,37.81924696],[127.04601902,37.81927423],[127.04636953,37.81924696],[127.04670656,37.8191662],[127.04701718,37.81903504],[127.04728943,37.81885854],[127.04751287,37.81864347],[127.04767889,37.8183981],[127.04778113,37.81813186],[127.04781565,37.81785497]]]}"
6477230,2018091,4163025022,41630002  ,경기도 양주시2,경기도 양주시 백석읍(신우너섬유 부근),4,4,0,2,2,0,126.9814084,37.79917441,"{""type"":""Polygon"",""coordinates"":[[[126.983205,37.79917441],[126.98317048,37.79889745],[126.98306824,37.79863114],[126.98290222,37.7983857],[126.98267878,37.79817057],[126.98240653,37.79799402],[126.98209591,37.79786283],[126.98175888,37.79778204],[126.98140837,37.79775476],[126.98105787,37.79778204],[126.98072083,37.79786283],[126.98041022,37.79799402],[126.98013796,37.79817057],[126.97991453,37.7983857],[126.9797485,37.79863114],[126.97964626,37.79889745],[126.97961174,37.79917441],[126.97964626,37.79945137],[126.9797485,37.79971768],[126.97991453,37.79996311],[126.98013796,37.80017824],[126.98041022,37.80035478],[126.98072083,37.80048597],[126.98105787,37.80056675],[126.98140837,37.80059403],[126.98175888,37.80056675],[126.98209591,37.80048597],[126.98240653,37.80035478],[126.98267878,37.80017824],[126.98290222,37.79996311],[126.98306824,37.79971768],[126.98317048,37.79945137],[126.983205,37.79917441]]]}"
6477188,2018091,4163010400,41630003  ,경기도 양주시3,경기도 양주시 마전동(대방샤인힐아파트앞 부근),3,5,0,2,3,0,127.0671881,37.78400914,"{""type"":""Polygon"",""coordinates"":[[[127.06898474,37.78400914],[127.06895022,37.78373212],[127.06884798,37.78346575],[127.06868195,37.78322027],[127.06845852,37.78300509],[127.06818626,37.7828285],[127.06787565,37.78269729],[127.06753862,37.78261648],[127.06718811,37.7825892],[127.0668376,37.78261648],[127.06650057,37.78269729],[127.06618996,37.7828285],[127.0659177,37.78300509],[127.06569427,37.78322027],[127.06552824,37.78346575],[127.065426,37.78373212],[127.06539148,37.78400914],[127.065426,37.78428615],[127.06552824,37.78455252],[127.06569427,37.784798],[127.0659177,37.78501317],[127.06618996,37.78518975],[127.06650057,37.78532096],[127.0668376,37.78540176],[127.06718811,37.78542905],[127.06753862,37.78540176],[127.06787565,37.78532096],[127.06818626,37.78518975],[127.06845852,37.78501317],[127.06868195,37.784798],[127.06884798,37.78455252],[127.06895022,37.78428615],[127.06898474,37.78400914]]]}"
6477134,2018091,4213010800,42130001  ,강원도 원주시1,강원도 원주시 일산동(보경문구 부근),3,5,0,2,2,1,127.9427646,37.3458648,"{""type"":""Polygon"",""coordinates"":[[[127.9445612,37.3458648],[127.94452668,37.34558615],[127.94442444,37.34531821],[127.94425842,37.34507128],[127.94403498,37.34485483],[127.94376273,37.3446772],[127.94345211,37.34454521],[127.94311508,37.34446393],[127.94276457,37.34443649],[127.94241407,37.34446393],[127.94207703,37.34454521],[127.94176642,37.3446772],[127.94149416,37.34485483],[127.94127073,37.34507128],[127.9411047,37.34531821],[127.94100246,37.34558615],[127.94096794,37.3458648],[127.94100246,37.34614345],[127.9411047,37.34641139],[127.94127073,37.34665832],[127.94149416,37.34687476],[127.94176642,37.34705238],[127.94207703,37.34718437],[127.94241407,37.34726564],[127.94276457,37.34729309],[127.94311508,37.34726564],[127.94345211,37.34718437],[127.94376273,37.34705238],[127.94403498,37.34687476],[127.94425842,37.34665832],[127.94442444,37.34641139],[127.94452668,37.34614345],[127.9445612,37.3458648]]]}"
6477456,2018091,4213011000,42130002  ,강원도 원주시2,강원도 원주시 단계동(정화머리방 부근),3,7,0,1,5,1,127.9395029,37.36011976,"{""type"":""Polygon"",""coordinates"":[[[127.94129953,37.36011976],[127.941265,37.35984117],[127.94116277,37.35957328],[127.94099674,37.35932639],[127.9407733,37.35910999],[127.94050105,37.35893239],[127.94019044,37.35880042],[127.9398534,37.35871916],[127.9395029,37.35869172],[127.93915239,37.35871916],[127.93881535,37.35880042],[127.93850474,37.35893239],[127.93823249,37.35910999],[127.93800905,37.35932639],[127.93784303,37.35957328],[127.93774079,37.35984117],[127.93770626,37.36011976],[127.93774079,37.36039835],[127.93784303,37.36066624],[127.93800905,37.36091313],[127.93823249,37.36112952],[127.93850474,37.36130711],[127.93881535,37.36143908],[127.93915239,37.36152034],[127.9395029,37.36154778],[127.9398534,37.36152034],[127.94019044,37.36143908],[127.94050105,37.36130711],[127.9407733,37.36112952],[127.94099674,37.36091313],[127.94116277,37.36066624],[127.941265,37.36039835],[127.94129953,37.36011976]]]}"
6477468,2018091,4213011000,42130003  ,강원도 원주시3,강원도 원주시 단계동(그린종합환경 부근),3,5,0,1,4,0,127.938213,37.34890854,"{""type"":""Polygon"",""coordinates"":[[[127.94000959,37.34890854],[127.93997507,37.3486299],[127.93987283,37.34836197],[127.93970681,37.34811504],[127.93948337,37.34789861],[127.93921112,37.34772099],[127.93890051,37.347589],[127.93856347,37.34750773],[127.93821296,37.34748028],[127.93786246,37.34750773],[127.93752542,37.347589],[127.93721481,37.34772099],[127.93694255,37.34789861],[127.93671912,37.34811504],[127.93655309,37.34836197],[127.93645086,37.3486299],[127.93641633,37.34890854],[127.93645086,37.34918717],[127.93655309,37.3494551],[127.93671912,37.34970202],[127.93694255,37.34991845],[127.93721481,37.35009607],[127.93752542,37.35022805],[127.93786246,37.35030932],[127.93821296,37.35033677],[127.93856347,37.35030932],[127.93890051,37.35022805],[127.93921112,37.35009607],[127.93948337,37.34991845],[127.93970681,37.34970202],[127.93987283,37.3494551],[127.93997507,37.34918717],[127.94000959,37.34890854]]]}"
6477469,2018091,4213010700,42130004  ,강원도 원주시4,강원도 원주시 단구동(하단구급양대앞 부근),3,4,0,1,3,0,127.9587565,37.33092937,"{""type"":""Polygon"",""coordinates"":[[[127.96055314,37.33092937],[127.96051862,37.33065066],[127.96041638,37.33038267],[127.96025035,37.33013568],[127.96002692,37.3299192],[127.95975467,37.32974153],[127.95944405,37.32960952],[127.95910702,37.32952822],[127.95875651,37.32950077],[127.95840601,37.32952822],[127.95806897,37.32960952],[127.95775836,37.32974153],[127.9574861,37.3299192],[127.95726267,37.33013568],[127.95709664,37.33038267],[127.9569944,37.33065066],[127.95695988,37.33092937],[127.9569944,37.33120807],[127.95709664,37.33147606],[127.95726267,37.33172304],[127.9574861,37.33193952],[127.95775836,37.33211718],[127.95806897,37.3322492],[127.95840601,37.33233049],[127.95875651,37.33235794],[127.95910702,37.33233049],[127.95944405,37.3322492],[127.95975467,37.33211718],[127.96002692,37.33193952],[127.96025035,37.33172304],[127.96041638,37.33147606],[127.96051862,37.33120807],[127.96055314,37.33092937]]]}"
